number,value,datetime_start,datetime_complete,duration,params_hidden,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
102,6.537749140989035e-05,2026-05-19 10:02:25.461648,2026-05-19 10:02:25.818518,0 days 00:00:00.356870,96,3.9286595188478097,2.7467111245762235,0.0003869122550695718,4,0.7170000179822963,2000,PRUNED
103,0.0023794875014573336,2026-05-19 10:02:25.824963,2026-05-19 10:02:26.129872,0 days 00:00:00.304909,96,3.337932960747098,4.775929728938545,0.00024137099771517212,6,0.32959086970985185,2000,PRUNED
104,5.371744919102639e-05,2026-05-19 10:02:26.136508,2026-05-19 10:02:26.686428,0 days 00:00:00.549920,128,4.288493158826121,3.971582810412224,0.00031017625750113186,4,0.6687885742992419,2000,PRUNED
105,0.00015930428344290704,2026-05-19 10:02:26.692989,2026-05-19 10:02:27.050342,0 days 00:00:00.357353,80,2.414450375530518,1.0107019808127833,0.0006606126352607605,4,0.5387920080693361,2000,PRUNED
106,5.778309787274338e-05,2026-05-19 10:02:27.056563,2026-05-19 10:02:27.757576,0 days 00:00:00.701013,128,5.536853861227156,2.6704250283407776,0.0005494140616321789,4,0.5653551589229124,2000,PRUNED
107,6.870627112220973e-05,2026-05-19 10:02:27.763836,2026-05-19 10:02:28.187009,0 days 00:00:00.423173,112,8.679952902615769,1.4609543186687266,0.005162911511352786,5,0.34871344261893483,1000,PRUNED
108,0.0008598718559369445,2026-05-19 10:02:28.193640,2026-05-19 10:02:28.448618,0 days 00:00:00.254978,96,6.912815228052224,7.403604105986693,0.007947415796112968,6,0.7423929233430011,3000,PRUNED
109,0.015113106928765774,2026-05-19 10:02:28.454881,2026-05-19 10:02:28.677346,0 days 00:00:00.222465,128,3.6601509698565673,0.011644490919490127,0.00043510735305453706,4,0.6371471164066883,2000,PRUNED
110,0.0031416090205311775,2026-05-19 10:02:28.683838,2026-05-19 10:02:28.899181,0 days 00:00:00.215343,112,2.997481452035773,5.356505911742819,0.004600721559992975,4,0.5153480041973115,2000,PRUNED
111,0.002984912833198905,2026-05-19 10:02:28.905781,2026-05-19 10:02:29.141092,0 days 00:00:00.235311,128,4.947419009617557,1.1351097848666174,0.009150319125869402,5,0.5817929356683592,2000,PRUNED
112,7.705201278440654e-05,2026-05-19 10:02:29.148346,2026-05-19 10:02:32.402216,0 days 00:00:03.253870,128,6.207732411089964,0.8611013362193817,0.006989828535134152,6,0.5258770912483106,2000,PRUNED
113,0.005972710903733969,2026-05-19 10:02:32.409376,2026-05-19 10:02:32.620724,0 days 00:00:00.211348,128,4.476380127152402,2.2117483064753274,0.009952055742661108,4,0.47728909034826894,2000,PRUNED
114,0.0015886506298556924,2026-05-19 10:02:32.629552,2026-05-19 10:02:32.862760,0 days 00:00:00.233208,128,3.2192222761501337,1.7196551887907703,0.007692711800289923,4,0.545093143528875,2000,PRUNED
