number,value,datetime_start,datetime_complete,duration,params_hidden,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
60,0.09170134365558624,2026-05-19 00:10:53.113967,2026-05-19 00:10:53.362169,0 days 00:00:00.248202,64,4.813504835247674,0.0847668931198815,0.0014746501183981592,5,0.3684955628179182,4000,PRUNED
61,0.00012114941637264565,2026-05-19 00:10:53.368710,2026-05-19 00:11:10.184223,0 days 00:00:16.815513,96,2.1229664468986593,0.19330916929766137,0.0051671203130213795,6,0.49603435609289676,4000,COMPLETE
62,0.035236526280641556,2026-05-19 00:11:10.197196,2026-05-19 00:11:10.485231,0 days 00:00:00.288035,112,1.1741205513727815,0.4961153455038527,0.006045885008549616,6,0.7658160161248103,4000,PRUNED
63,0.06924746930599213,2026-05-19 00:11:10.493652,2026-05-19 00:11:10.775481,0 days 00:00:00.281829,112,1.7050111749079488,0.26951267688852815,0.00019569524800225723,6,0.8028551748976568,4000,PRUNED
64,0.03743970766663551,2026-05-19 00:11:10.784351,2026-05-19 00:11:11.027414,0 days 00:00:00.243063,96,8.875989754098372,0.7079130446664552,0.00847241718333345,6,0.6568139135285815,5000,PRUNED
65,0.05658135190606117,2026-05-19 00:11:11.039724,2026-05-19 00:11:11.285550,0 days 00:00:00.245826,80,2.867625339507804,0.3538249586320617,0.004100047748074856,6,0.5895917764199645,4000,PRUNED
66,0.03955724462866783,2026-05-19 00:11:11.291813,2026-05-19 00:11:11.532429,0 days 00:00:00.240616,128,1.4034195558335432,0.18266612696331663,0.009896782389528949,6,0.6161195176134491,1000,PRUNED
67,0.08733139932155609,2026-05-19 00:11:11.539105,2026-05-19 00:11:11.755512,0 days 00:00:00.216407,16,1.0711049164441786,0.0043102115913214644,0.0047386581948153945,5,0.5500723999033091,2000,PRUNED
68,0.014631345868110657,2026-05-19 00:11:11.762350,2026-05-19 00:11:12.409876,0 days 00:00:00.647526,112,1.6553992225218868,1.1906902849461076,0.006103111354590563,6,0.8960280150072226,4000,PRUNED
69,0.01746273972094059,2026-05-19 00:11:12.416701,2026-05-19 00:11:12.998118,0 days 00:00:00.581417,96,6.812010789307351,2.56495725319339,0.0030808731716810457,5,0.8500723436407439,3000,PRUNED
70,9.791968477657065e-05,2026-05-19 00:11:13.006922,2026-05-19 00:11:28.182288,0 days 00:00:15.175366,80,4.110311902397977,0.8913240666838462,0.007408771387633091,6,0.7790522994689392,5000,COMPLETE
71,0.03605222329497337,2026-05-19 00:11:28.191402,2026-05-19 00:11:28.454378,0 days 00:00:00.262976,80,3.9942914745411526,1.5456197867792392,0.007104813683391908,6,0.7775321633423962,5000,PRUNED
72,0.017527928575873375,2026-05-19 00:11:28.461176,2026-05-19 00:11:29.154755,0 days 00:00:00.693579,80,2.9964095994732545,0.8577248157723356,0.007481326297248109,6,0.7932328838838255,5000,PRUNED
73,0.039194054901599884,2026-05-19 00:11:29.161891,2026-05-19 00:11:29.450370,0 days 00:00:00.288479,96,11.789518064464515,0.6615547930754752,0.009012229875685332,6,0.7343084630113087,5000,PRUNED
74,0.04094337671995163,2026-05-19 00:11:29.457736,2026-05-19 00:11:29.705261,0 days 00:00:00.247525,64,2.6882395093793994,0.3925881502119985,0.005125105089331579,6,0.8694251459775721,5000,PRUNED
75,0.03480866178870201,2026-05-19 00:11:29.711502,2026-05-19 00:11:29.944609,0 days 00:00:00.233107,96,2.152453451490417,0.24302873833026536,0.003727540164388785,6,0.7524614553253798,5000,PRUNED
76,0.055460184812545776,2026-05-19 00:11:29.950988,2026-05-19 00:11:30.140148,0 days 00:00:00.189160,112,5.163201626563673,5.074456722204908,0.00656581181134739,4,0.8312906465889688,5000,PRUNED
77,0.1754404604434967,2026-05-19 00:11:30.146385,2026-05-19 00:11:30.295254,0 days 00:00:00.148869,80,4.209609213964832,0.0012205945242266213,0.0005539199503058976,2,0.7831042509436448,4000,PRUNED
78,0.03852463513612747,2026-05-19 00:11:30.301578,2026-05-19 00:11:30.519461,0 days 00:00:00.217883,32,3.441968162948334,0.9852429478889964,0.007847502599754778,5,0.6859208484229739,4000,PRUNED
79,9.50672838371247e-05,2026-05-19 00:11:30.526008,2026-05-19 00:11:45.758016,0 days 00:00:15.232008,64,1.0009958646585486,0.05600989363387054,0.005781272446649668,4,0.7228481054073705,5000,COMPLETE
80,0.0017772308783605695,2026-05-19 00:11:45.771901,2026-05-19 00:11:49.283629,0 days 00:00:03.511728,64,1.5222443245078594,0.049316515014835784,0.005839850515722255,4,0.7149067711307958,5000,PRUNED
81,0.04415815323591232,2026-05-19 00:11:49.290375,2026-05-19 00:11:49.487824,0 days 00:00:00.197449,48,1.0276887053930144,0.15203697851007444,0.004734278535085702,4,0.8062967986030541,5000,PRUNED
82,0.010691216215491295,2026-05-19 00:11:49.494994,2026-05-19 00:11:50.066705,0 days 00:00:00.571711,64,1.198909883478055,0.08742911389616814,0.006840011559475816,3,0.3457305882073181,5000,PRUNED
83,0.033828262239694595,2026-05-19 00:11:50.073072,2026-05-19 00:11:50.268726,0 days 00:00:00.195654,64,1.2943286003957655,0.06519408867672942,0.008753066918931107,4,0.7642063041831032,5000,PRUNED
84,0.04704230651259422,2026-05-19 00:11:50.275052,2026-05-19 00:11:50.519572,0 days 00:00:00.244520,48,37.611230902126465,0.1234887555007529,0.005850342696192187,6,0.8198604606015003,4000,PRUNED
85,0.056537263095378876,2026-05-19 00:11:50.526225,2026-05-19 00:11:50.673828,0 days 00:00:00.147603,112,1.8823294265480066,0.560306785839222,0.004259832209609506,2,0.655732566591839,5000,PRUNED
86,0.05098124220967293,2026-05-19 00:11:50.680109,2026-05-19 00:11:50.915756,0 days 00:00:00.235647,112,1.3795111162597273,1.8808248746883636,0.00541881901562307,6,0.6900125045356711,4000,PRUNED
87,4.509017526288517e-05,2026-05-19 00:11:50.921998,2026-05-19 00:12:14.363120,0 days 00:00:23.441122,48,1.123972797911625,0.22935014314483232,0.007708100465019511,5,0.7308205034539312,5000,COMPLETE
88,7.262713188538328e-05,2026-05-19 00:12:14.375757,2026-05-19 00:12:30.696591,0 days 00:00:16.320834,48,1.120265513641534,0.2317777113066453,0.007684015817731283,5,0.7498286055271542,5000,COMPLETE
89,0.033051565289497375,2026-05-19 00:12:30.704920,2026-05-19 00:12:30.945217,0 days 00:00:00.240297,48,1.1102897966252454,0.2614315453864285,0.007919690925029485,5,0.7397018547323401,5000,PRUNED
90,0.035529330372810364,2026-05-19 00:12:30.951342,2026-05-19 00:12:31.197349,0 days 00:00:00.246007,32,12.350903137086352,0.21584978314259395,0.009974717894760244,5,0.705558599326415,5000,PRUNED
91,0.033766504377126694,2026-05-19 00:12:31.203671,2026-05-19 00:12:31.472888,0 days 00:00:00.269217,48,1.5489096210921602,0.16756285088164544,0.007300059073278331,5,0.7272434254383887,5000,PRUNED
92,0.00010489280248293653,2026-05-19 00:12:31.480852,2026-05-19 00:12:44.999815,0 days 00:00:13.518963,48,1.0067173336713453,0.1084668501331729,0.008851274674300273,5,0.7517666518475381,5000,COMPLETE
93,0.039919961243867874,2026-05-19 00:12:45.008640,2026-05-19 00:12:45.253014,0 days 00:00:00.244374,64,87.91947350696965,0.32453644653009645,0.0063879764588250275,5,0.778493403697795,5000,PRUNED
94,0.03974633663892746,2026-05-19 00:12:45.259737,2026-05-19 00:12:45.502379,0 days 00:00:00.242642,48,19.248118719976052,0.4870800000413662,0.008023858956565984,5,0.3944849147356742,5000,PRUNED
95,0.03408413007855415,2026-05-19 00:12:45.509567,2026-05-19 00:12:45.729327,0 days 00:00:00.219760,32,1.1201891128861414,0.048482400546090994,0.006645470023105583,4,0.6235153015691655,5000,PRUNED
96,0.0010755927069112659,2026-05-19 00:12:45.736780,2026-05-19 00:12:52.871832,0 days 00:00:07.135052,80,2.525161687291777,0.024545149359219764,0.009006186734360702,5,0.7207394249235691,5000,PRUNED
97,0.05885834991931915,2026-05-19 00:12:52.879028,2026-05-19 00:12:53.061518,0 days 00:00:00.182490,48,1.3078902936481727,0.4228509729293709,0.004663021147418295,3,0.7541734956620737,5000,PRUNED
98,0.0064735738560557365,2026-05-19 00:12:53.068465,2026-05-19 00:12:54.386661,0 days 00:00:01.318196,64,1.7854642269574816,0.207858361682187,0.007574583544711976,5,0.6946626569349474,2000,PRUNED
99,0.04831289127469063,2026-05-19 00:12:54.395108,2026-05-19 00:12:54.653064,0 days 00:00:00.257956,32,7.018553042212645,0.13381236306588282,0.005074037515102149,5,0.6665091535895218,5000,PRUNED
100,0.12211548537015915,2026-05-19 00:12:54.661772,2026-05-19 00:12:54.890567,0 days 00:00:00.228795,16,57.10538879474216,0.34771855538986524,0.006366981656793555,5,0.7932462371487915,3000,PRUNED
101,0.0001454092562198639,2026-05-19 00:12:54.898358,2026-05-19 00:13:10.734207,0 days 00:00:15.835849,48,1.0140199370121237,0.07280419899825523,0.00879301587940706,5,0.7585374528291564,5000,COMPLETE
102,0.033097729086875916,2026-05-19 00:13:10.745969,2026-05-19 00:13:11.002911,0 days 00:00:00.256942,48,1.1768529696331942,0.11391084308795767,0.009256108235869916,5,0.7733268400676591,5000,PRUNED
103,0.00010140213998965919,2026-05-19 00:13:11.010717,2026-05-19 00:13:28.213176,0 days 00:00:17.202459,48,1.0043984351973327,0.09414018498510708,0.007056620065118997,5,0.7309490800318786,5000,COMPLETE
104,0.005891670007258654,2026-05-19 00:13:28.221851,2026-05-19 00:13:29.223391,0 days 00:00:01.001540,64,1.4679068949553895,0.16074026040492448,0.005670893128870284,4,0.7356197393954294,5000,PRUNED
105,0.05075867474079132,2026-05-19 00:13:29.230928,2026-05-19 00:13:29.456116,0 days 00:00:00.225188,48,1.646488694697144,1.3775417217571462,0.006984434251041576,5,0.673515903729134,5000,PRUNED
106,0.039160918444395065,2026-05-19 00:13:29.464212,2026-05-19 00:13:29.712163,0 days 00:00:00.247951,32,1.1341367545079637,0.08723363031109649,0.0034954579481499643,6,0.6456136961394258,5000,PRUNED
107,0.0006369043258018792,2026-05-19 00:13:29.720892,2026-05-19 00:13:36.066701,0 days 00:00:06.345809,48,1.32789928505517,0.27555078427830937,0.008070912138337966,5,0.7132412968300841,5000,PRUNED
108,0.034158967435359955,2026-05-19 00:13:36.076062,2026-05-19 00:13:36.318492,0 days 00:00:00.242430,96,1.952015101146387,0.7607677071762242,0.007264251131568476,6,0.30173600545666057,2000,PRUNED
109,0.036379627883434296,2026-05-19 00:13:36.328074,2026-05-19 00:13:36.589444,0 days 00:00:00.261370,64,2.2568228191324824,0.011644490919490127,0.003909386500593635,6,0.8099394918508054,5000,PRUNED
110,0.0019474035361781716,2026-05-19 00:13:36.598657,2026-05-19 00:13:39.368486,0 days 00:00:02.769829,80,1.2747559877612271,0.05907678814320324,0.006292818532510014,4,0.4097539566217027,5000,PRUNED
111,8.55102261994034e-05,2026-05-19 00:13:39.375936,2026-05-19 00:13:50.549325,0 days 00:00:11.173389,48,1.0566775009963603,0.10962812647459712,0.008820868444848971,5,0.7532165360369435,5000,COMPLETE
112,0.01293992530554533,2026-05-19 00:13:50.560226,2026-05-19 00:13:51.151312,0 days 00:00:00.591086,48,1.1406392083248336,0.04092247460981111,0.008349433169224853,5,0.7296116918054595,5000,PRUNED
113,0.0001180379040306434,2026-05-19 00:13:51.158838,2026-05-19 00:14:02.421879,0 days 00:00:11.263041,48,1.0036081121408909,0.09377827607633575,0.009952785458626174,5,0.7916775126121307,5000,COMPLETE
114,0.0324508473277092,2026-05-19 00:14:02.434363,2026-05-19 00:14:02.660625,0 days 00:00:00.226262,48,5.4128682358446785,0.1914268453871291,0.005596463808650855,5,0.7663995572017002,5000,PRUNED
115,0.033908918499946594,2026-05-19 00:14:02.667372,2026-05-19 00:14:02.889167,0 days 00:00:00.221795,32,1.4318856835420346,0.1371581816930414,0.007472604385378376,5,0.8354610361172522,1000,PRUNED
116,0.03783823922276497,2026-05-19 00:14:02.896486,2026-05-19 00:14:03.126315,0 days 00:00:00.229829,48,1.2433835686800778,0.2304523578980538,0.0051564731708212555,5,0.45759240613427266,5000,PRUNED
117,0.03327805548906326,2026-05-19 00:14:03.133437,2026-05-19 00:14:03.372139,0 days 00:00:00.238702,64,1.6167873517546427,0.05701694411648905,0.0066501906503478835,6,0.74726770362483,5000,PRUNED
118,0.07260680943727493,2026-05-19 00:14:03.378696,2026-05-19 00:14:03.553306,0 days 00:00:00.174610,48,3.162014200330661,0.6436467435121802,0.0003230529526768834,3,0.8021336333285202,4000,PRUNED
119,0.055863797664642334,2026-05-19 00:14:03.559929,2026-05-19 00:14:03.779775,0 days 00:00:00.219846,80,1.0981659877451513,0.9837425230607627,0.0007732677059621609,5,0.7837082571801413,5000,PRUNED
120,0.003993503749370575,2026-05-19 00:14:03.786414,2026-05-19 00:14:05.639877,0 days 00:00:01.853463,96,1.3798912323290682,0.030042175670471197,0.008310405838203836,6,0.7057095571567378,3000,PRUNED
121,8.85292756720446e-05,2026-05-19 00:14:05.647950,2026-05-19 00:14:16.782695,0 days 00:00:11.134745,48,1.0614272422907256,0.11565455373124128,0.009002835685699775,5,0.7502497523709994,5000,COMPLETE
122,0.0001346258941339329,2026-05-19 00:14:16.791119,2026-05-19 00:14:32.966716,0 days 00:00:16.175597,48,1.2132529727904915,0.07436379488684204,0.009280332702260427,5,0.563072581099506,5000,COMPLETE
123,0.03382756933569908,2026-05-19 00:14:32.978382,2026-05-19 00:14:33.230041,0 days 00:00:00.251659,48,1.0025240635907966,0.15710981982074929,0.006015942073682717,5,0.7450431070051354,5000,PRUNED
124,0.041007719933986664,2026-05-19 00:14:33.236634,2026-05-19 00:14:33.473310,0 days 00:00:00.236676,32,1.0993753141352955,0.09520789680195797,0.007181903297126077,5,0.7725469940428373,5000,PRUNED
125,0.04795604944229126,2026-05-19 00:14:33.480157,2026-05-19 00:14:33.693279,0 days 00:00:00.213122,128,1.2293835820827412,0.10843246218991867,0.007772532638190449,5,0.7245223705805097,5000,PRUNED
126,2.1569920136244036e-05,2026-05-19 00:14:33.699676,2026-05-19 00:14:53.525107,0 days 00:00:19.825431,64,1.4607801341572781,0.3730833846349221,0.00898280855159325,5,0.5931812959997502,4000,COMPLETE
127,0.0026915627531707287,2026-05-19 00:14:53.540220,2026-05-19 00:14:55.300624,0 days 00:00:01.760404,64,1.5217652077282102,0.5094892699185065,0.00926893754274187,5,0.8194453044334269,4000,PRUNED
128,0.037332192063331604,2026-05-19 00:14:55.307573,2026-05-19 00:14:55.521381,0 days 00:00:00.213808,64,1.0990317100338736,0.25691787791054904,0.008477899643677629,4,0.49991756309217267,4000,PRUNED
