number,value,datetime_start,datetime_complete,duration,params_adam_beta1,params_adam_beta2,params_hidden,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
82,0.0035519336815923452,2026-05-17 19:21:29.495390,2026-05-17 19:21:29.779550,0 days 00:00:00.284160,0.9064366516100146,0.9990071628106642,48,51.99385401777685,0.5167575086562254,0.005679134278035857,6,0.31181851982947256,4000,PRUNED
83,0.002440162468701601,2026-05-17 19:21:29.788791,2026-05-17 19:21:30.416600,0 days 00:00:00.627809,0.8889697811136575,0.9978062740131539,64,65.18077899847324,1.9696749943631338,0.0030446318001648826,6,0.3459442050787547,4000,PRUNED
84,0.03360292688012123,2026-05-17 19:21:30.424699,2026-05-17 19:21:30.711933,0 days 00:00:00.287234,0.8719818620174723,0.9986511732235956,48,79.56362436614283,0.8953963182413489,0.0012314457681890999,6,0.30083605097059996,4000,PRUNED
85,0.006460823118686676,2026-05-17 19:21:30.719191,2026-05-17 19:21:30.961818,0 days 00:00:00.242627,0.9151790300681658,0.9974102256250101,32,33.250715575716974,6.836011385104295,0.0021111864969645174,6,0.36586672662716513,4000,PRUNED
86,0.003041110234335065,2026-05-17 19:21:30.967927,2026-05-17 19:21:31.202926,0 days 00:00:00.234999,0.8880134459968116,0.9993129494979285,48,39.05925624305674,3.6515110099323445,0.0026251425169020633,6,0.48708218907005846,4000,PRUNED
87,0.1910972148180008,2026-05-17 19:21:31.209147,2026-05-17 19:21:31.446819,0 days 00:00:00.237672,0.8965484950606721,0.996739783581606,32,94.32759056246618,0.17849953119706907,0.0008848870629667347,6,0.4191063917931337,5000,PRUNED
88,0.0023649197537451982,2026-05-17 19:21:31.453070,2026-05-17 19:21:44.196365,0 days 00:00:12.743295,0.8758432844987202,0.9961479102589886,128,25.560200863469333,1.5839736784737732,0.0037428848079762446,5,0.3312335628064654,3000,COMPLETE
89,0.005342982709407806,2026-05-17 19:21:44.205397,2026-05-17 19:21:44.496065,0 days 00:00:00.290668,0.8818579620151098,0.9982207316533727,64,20.78806221271758,0.25088425423388183,0.0017925977620118,6,0.3546923783928364,3000,PRUNED
90,0.019082486629486084,2026-05-17 19:21:44.503095,2026-05-17 19:21:44.722170,0 days 00:00:00.219075,0.9673383151920026,0.9987528597675049,48,47.647510580101844,0.7414552387650568,0.0025975815605680016,5,0.8585731328543293,4000,PRUNED
91,0.06099451705813408,2026-05-17 19:21:44.728492,2026-05-17 19:21:44.900695,0 days 00:00:00.172203,0.9790750237284749,0.9914259850151088,48,30.867521354663182,0.35698036417417284,0.0001699723757070028,3,0.5273774549207618,1000,PRUNED
92,0.017974788323044777,2026-05-17 19:21:44.906822,2026-05-17 19:21:45.056733,0 days 00:00:00.149911,0.9707976688724635,0.9943235425817338,48,2.682727047378137,0.6020250305887409,0.0002412319422222141,2,0.5445739460251655,1000,PRUNED
93,0.06645975261926651,2026-05-17 19:21:45.062721,2026-05-17 19:21:45.213612,0 days 00:00:00.150891,0.960440445368287,0.9927906129895643,32,1.0015127107823492,1.16689011422127,0.0001157999347023884,2,0.6469029038983501,1000,PRUNED
94,0.0462133064866066,2026-05-17 19:21:45.219698,2026-05-17 19:21:45.454838,0 days 00:00:00.235140,0.9851215283897476,0.9903585350293949,48,12.196750679525383,0.45647664298707646,0.0006089783122886267,6,0.3162214681098902,4000,PRUNED
95,0.03397132456302643,2026-05-17 19:21:45.460837,2026-05-17 19:21:45.631631,0 days 00:00:00.170794,0.8660763891449929,0.9922228320294153,64,1.9798422322474556,2.7011339768688885,0.0031394842524026588,3,0.5656302608223225,1000,PRUNED
96,0.0037610046565532684,2026-05-17 19:21:45.637911,2026-05-17 19:21:45.830489,0 days 00:00:00.192578,0.8705386081043466,0.999581287601571,48,17.329588505321308,2.128490324258345,0.002193690908021095,4,0.5885249349079543,4000,PRUNED
97,0.06638135761022568,2026-05-17 19:21:45.836623,2026-05-17 19:21:46.069604,0 days 00:00:00.232981,0.9740285664256101,0.9917244651836631,112,14.282386996004009,0.15039070649927225,0.00034901345102038333,6,0.33961696240477934,1000,PRUNED
