number,value,datetime_start,datetime_complete,duration,params_hidden,params_lambda_ic,params_lambda_phys,params_lr,params_n_layers,params_scheduler_gamma,params_scheduler_step,state
86,0.004664433188736439,2026-05-19 00:39:58.525727,2026-05-19 00:39:58.697855,0 days 00:00:00.172128,32,2.4548343700892,1.4388392968449093,0.0044829908123682205,3,0.8980143964008138,3000,PRUNED
87,0.00018364116840530187,2026-05-19 00:39:58.705625,2026-05-19 00:39:59.063979,0 days 00:00:00.358354,48,1.3482350789727842,0.17737479498167433,0.0021946053632731295,4,0.35786136140244507,4000,PRUNED
88,0.0006226683035492897,2026-05-19 00:39:59.070260,2026-05-19 00:39:59.313652,0 days 00:00:00.243392,16,2.073855186267683,0.6279195455400828,0.005590528316873038,6,0.5518466516898118,5000,PRUNED
89,0.002197562949731946,2026-05-19 00:39:59.320725,2026-05-19 00:39:59.472011,0 days 00:00:00.151286,32,3.006281493029118,1.1119686547860292,0.009180234707683789,2,0.4091014340712123,1000,PRUNED
90,0.008724094368517399,2026-05-19 00:39:59.479789,2026-05-19 00:39:59.655849,0 days 00:00:00.176060,48,5.2585273754210515,2.304163733986684,0.007528766888435467,3,0.38423101147472527,2000,PRUNED
91,0.00012515678827185184,2026-05-19 00:39:59.663555,2026-05-19 00:40:00.067989,0 days 00:00:00.404434,32,13.260382029604994,0.3393662507395212,0.009036678711483068,5,0.519524106240293,3000,PRUNED
92,0.00010040379856945947,2026-05-19 00:40:00.075716,2026-05-19 00:40:00.480442,0 days 00:00:00.404726,32,6.873559867752033,0.4156529142830162,0.006845327179333571,5,0.4767931286439901,3000,PRUNED
93,0.0007950591389089823,2026-05-19 00:40:00.488699,2026-05-19 00:40:00.676862,0 days 00:00:00.188163,32,7.927652738745436,0.22396185874724955,0.006270578173489264,4,0.46429637684211655,3000,PRUNED
94,1.6175801647477783e-05,2026-05-19 00:40:00.684666,2026-05-19 00:40:06.179868,0 days 00:00:05.495202,32,9.52469909427349,1.4871940398826027,0.008940940141186791,5,0.5004138578574965,3000,COMPLETE
95,0.002583686960861087,2026-05-19 00:40:06.191335,2026-05-19 00:40:06.435817,0 days 00:00:00.244482,16,4.6309938577277645,0.1457011935033685,0.007844443460991408,6,0.4261225633287911,3000,PRUNED
96,4.828059172723442e-05,2026-05-19 00:40:06.443474,2026-05-19 00:40:06.816175,0 days 00:00:00.372701,32,5.930257589350708,0.8344386085615363,0.009101986932081477,4,0.8345307005179634,4000,PRUNED
97,0.0007796129211783409,2026-05-19 00:40:06.822957,2026-05-19 00:40:06.994741,0 days 00:00:00.171784,32,3.6452160186760607,0.27952870435944616,0.0053754067057484945,3,0.34175840278252734,3000,PRUNED
98,0.00214810180477798,2026-05-19 00:40:07.000949,2026-05-19 00:40:07.170913,0 days 00:00:00.169964,32,1.136077094438879,0.4703928393327457,0.008000216515124666,3,0.5767932726850958,4000,PRUNED
99,0.007705961354076862,2026-05-19 00:40:07.177745,2026-05-19 00:40:07.587520,0 days 00:00:00.409775,48,4.133471622736242,0.6350535027560238,0.005945048757956584,5,0.6665091535895218,5000,PRUNED
100,0.1851523220539093,2026-05-19 00:40:07.594221,2026-05-19 00:40:07.831938,0 days 00:00:00.237717,16,3.0927738943679537,0.003444035601905766,0.0010070752527500289,6,0.5285836647697325,3000,PRUNED
101,0.03088836930692196,2026-05-19 00:40:07.838494,2026-05-19 00:40:08.046296,0 days 00:00:00.207802,128,4.989796498120096,0.34607454191313514,0.009978824405104064,5,0.505488671793512,2000,PRUNED
102,8.07850210549077e-06,2026-05-19 00:40:08.052631,2026-05-19 00:40:12.136886,0 days 00:00:04.084255,112,2.7727823846165975,0.6084388032828759,0.006850976135964567,5,0.5484541485984633,1000,COMPLETE
103,6.719576049363241e-06,2026-05-19 00:40:12.147839,2026-05-19 00:40:16.617156,0 days 00:00:04.469317,112,2.720106175371937,0.5935198261900334,0.006810668321803473,5,0.5430692072250368,1000,COMPLETE
104,0.0011224752524867654,2026-05-19 00:40:16.630356,2026-05-19 00:40:16.895744,0 days 00:00:00.265388,112,2.6584790461227232,0.8059669222266929,0.00644705748837408,5,0.6147517808140904,1000,PRUNED
105,0.013874075375497341,2026-05-19 00:40:16.902990,2026-05-19 00:40:17.165029,0 days 00:00:00.262039,112,2.276167275954025,1.0506084004365024,0.007298342044088899,5,0.5567320402454758,1000,PRUNED
